project_id,area_sqft,floors,bedrooms,bathrooms,location,location_tier,location_encoded,quality_tier,quality_encoded,construction_type,total_cost,cost_per_sqft,cement_cost,steel_cost,labor_cost,data_source
PROJ_house-price-dataset-of-india_House Price India_cleaned_12556,1630,1.0,2,1.0,1630,Tier2,1,7,2,Residential,426000,261.3496932515337,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10517,3280,1.0,4,2.5,3280,Tier2,1,9,2,Residential,706000,215.2439024390244,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4684,2140,1.0,4,1.75,2140,Tier2,1,7,2,Residential,565000,264.01869158878503,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0876,1410,2.0,3,2.25,1410,Tier2,1,7,2,Residential,377500,267.7304964539007,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12494,830,2.0,2,1.5,830,Tier2,1,7,2,Residential,299000,360.2409638554217,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12138,3545,1.0,3,2.5,3545,Tier2,1,10,2,Residential,1030000,290.55007052186176,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6508,950,2.0,2,1.5,950,Tier2,1,7,2,Residential,304000,320.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4531,780,1.0,2,1.0,780,Tier2,1,6,2,Residential,380000,487.1794871794872,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11759,2780,2.0,3,2.25,2780,Tier2,1,8,2,Residential,666000,239.568345323741,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7260,1250,1.0,3,1.75,1250,Tier2,1,7,2,Residential,443725,354.98,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3958,4570,2.0,4,2.5,4570,Tier2,1,11,2,Residential,1060000,231.94748358862145,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3150,2620,2.0,4,2.5,2620,Tier2,1,8,2,Residential,605000,230.91603053435114,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1130,2020,3.0,3,2.5,2020,Tier2,1,8,2,Residential,720000,356.43564356435644,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7267,1130,1.0,3,1.0,1130,Tier2,1,7,2,Residential,426000,376.9911504424779,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0121,1790,2.0,3,2.5,1790,Tier2,1,8,2,Residential,509900,284.86033519553075,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4756,3730,2.0,4,2.5,3730,Tier2,1,10,2,Residential,1260000,337.80160857908845,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9666,1750,2.5,3,2.5,1750,Tier2,1,7,2,Residential,499000,285.14285714285717,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2084,2390,1.0,3,2.75,2390,Tier2,1,8,2,Residential,565000,236.40167364016736,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12298,2270,1.0,3,1.75,2270,Tier2,1,8,2,Residential,475000,209.2511013215859,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4980,2010,2.0,3,2.5,2010,Tier2,1,8,2,Residential,749950,373.1094527363184,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12455,1660,1.0,3,2.0,1660,Tier2,1,7,2,Residential,635500,382.8313253012048,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11324,1550,1.5,4,1.0,1550,Tier2,1,6,2,Residential,685000,441.93548387096774,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3153,1890,2.0,3,3.5,1890,Tier2,1,8,2,Residential,587206,310.6910052910053,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4885,3050,2.0,4,2.5,3050,Tier2,1,9,2,Residential,740000,242.62295081967213,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7012,1850,2.0,4,2.5,1850,Tier2,1,8,2,Residential,540000,291.8918918918919,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13174,2160,2.0,4,2.5,2160,Tier2,1,9,2,Residential,653000,302.31481481481484,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0040,1920,1.0,4,1.5,1920,Tier2,1,7,2,Residential,430000,223.95833333333334,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5109,2110,3.0,3,2.25,2110,Tier2,1,8,2,Residential,525000,248.81516587677726,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7468,2150,1.0,3,1.75,2150,Tier2,1,8,2,Residential,450000,209.30232558139534,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2002,1520,2.0,3,2.5,1520,Tier2,1,8,2,Residential,499950,328.9144736842105,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3857,1200,1.0,3,1.0,1200,Tier2,1,7,2,Residential,339900,283.25,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6967,1070,1.0,3,1.75,1070,Tier2,1,7,2,Residential,224400,209.7196261682243,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14523,1000,1.0,4,1.0,1000,Tier2,1,6,2,Residential,239900,239.9,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10758,2040,1.0,4,2.0,2040,Tier2,1,7,2,Residential,749000,367.15686274509807,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0431,2950,1.5,3,2.25,2950,Tier2,1,9,2,Residential,759000,257.2881355932203,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0879,1370,1.0,4,1.5,1370,Tier2,1,7,2,Residential,370000,270.0729927007299,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3124,3730,2.0,4,2.75,3730,Tier2,1,10,2,Residential,925000,247.98927613941018,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7262,2000,2.0,3,1.75,2000,Tier2,1,8,2,Residential,440000,220.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3262,2400,2.0,4,2.5,2400,Tier2,1,9,2,Residential,650000,270.8333333333333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0134,1800,1.0,3,2.25,1800,Tier2,1,8,2,Residential,410000,227.77777777777777,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0038,1770,3.0,3,2.5,1770,Tier2,1,8,2,Residential,436110,246.38983050847457,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9949,830,1.0,2,1.0,830,Tier2,1,6,2,Residential,210000,253.0120481927711,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7132,740,1.0,2,1.0,740,Tier2,1,6,2,Residential,250000,337.8378378378378,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2239,3160,1.0,4,2.25,3160,Tier2,1,10,2,Residential,965000,305.37974683544303,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2874,1270,2.0,3,2.5,1270,Tier2,1,8,2,Residential,343000,270.0787401574803,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4508,1350,1.0,2,1.75,1350,Tier2,1,8,2,Residential,498800,369.48148148148147,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3598,890,1.0,3,1.0,890,Tier2,1,6,2,Residential,283000,317.97752808988764,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13452,1720,1.5,3,1.75,1720,Tier2,1,8,2,Residential,420000,244.1860465116279,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3219,1780,1.0,4,1.75,1780,Tier2,1,6,2,Residential,442900,248.82022471910113,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13840,1480,2.0,3,3.25,1480,Tier2,1,8,2,Residential,320000,216.21621621621622,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0163,3490,2.0,4,2.25,3490,Tier2,1,10,2,Residential,1230000,352.4355300859599,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3554,1860,2.0,3,2.5,1860,Tier2,1,8,2,Residential,505000,271.505376344086,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6977,2800,2.0,5,2.25,2800,Tier2,1,9,2,Residential,1850000,660.7142857142857,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14203,520,1.0,1,1.0,520,Tier2,1,5,2,Residential,275000,528.8461538461538,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0047,1560,1.0,4,1.75,1560,Tier2,1,7,2,Residential,382500,245.19230769230768,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12560,1240,2.0,2,1.5,1240,Tier2,1,8,2,Residential,403000,325.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11837,1430,1.0,3,1.0,1430,Tier2,1,7,2,Residential,511000,357.34265734265733,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10955,1430,1.0,3,1.75,1430,Tier2,1,7,2,Residential,429950,300.6643356643357,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10286,1140,1.0,3,1.0,1140,Tier2,1,8,2,Residential,560000,491.2280701754386,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11890,940,1.0,2,1.0,940,Tier2,1,7,2,Residential,225000,239.36170212765958,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8642,1540,1.5,4,1.0,1540,Tier2,1,7,2,Residential,462500,300.3246753246753,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1332,2210,2.0,3,2.5,2210,Tier2,1,8,2,Residential,535000,242.0814479638009,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13949,2700,1.0,2,2.75,2700,Tier2,1,9,2,Residential,850000,314.81481481481484,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12446,2880,1.0,3,3.5,2880,Tier2,1,8,2,Residential,1020000,354.1666666666667,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2776,1200,3.0,3,2.25,1200,Tier2,1,8,2,Residential,320000,266.6666666666667,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12361,990,1.0,2,2.0,990,Tier2,1,6,2,Residential,600000,606.060606060606,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1076,1240,1.0,3,1.5,1240,Tier2,1,7,2,Residential,345000,278.2258064516129,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6075,3190,1.0,4,2.75,3190,Tier2,1,9,2,Residential,1650000,517.2413793103449,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0036,1770,2.0,3,2.5,1770,Tier2,1,8,2,Residential,439950,248.5593220338983,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3518,2760,2.0,4,2.5,2760,Tier2,1,7,2,Residential,760000,275.3623188405797,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3575,900,1.0,2,1.0,900,Tier2,1,7,2,Residential,381500,423.8888888888889,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1645,2930,1.0,3,1.75,2930,Tier2,1,9,2,Residential,600000,204.77815699658703,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6618,2050,1.0,4,2.75,2050,Tier2,1,8,2,Residential,528000,257.5609756097561,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14472,3170,2.0,4,2.5,3170,Tier2,1,10,2,Residential,1040000,328.0757097791798,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12381,1510,1.0,2,1.75,1510,Tier2,1,8,2,Residential,449000,297.35099337748346,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10601,2330,2.0,3,2.75,2330,Tier2,1,8,2,Residential,550000,236.05150214592274,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12280,1680,2.0,2,2.5,1680,Tier2,1,8,2,Residential,653500,388.98809523809524,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0351,1690,1.5,3,2.5,1690,Tier2,1,8,2,Residential,719000,425.4437869822485,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0754,4210,2.0,4,3.5,4210,Tier2,1,10,2,Residential,1150000,273.15914489311166,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9765,1800,2.0,4,2.5,1800,Tier2,1,8,2,Residential,485500,269.72222222222223,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5652,1260,1.0,3,1.75,1260,Tier2,1,6,2,Residential,353000,280.1587301587302,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5795,4800,2.0,5,3.5,4800,Tier2,1,11,2,Residential,1350000,281.25,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8185,3170,2.0,5,2.75,3170,Tier2,1,9,2,Residential,919950,290.205047318612,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11790,1240,2.0,2,1.5,1240,Tier2,1,7,2,Residential,379900,306.3709677419355,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8791,2620,2.0,3,2.5,2620,Tier2,1,8,2,Residential,680000,259.5419847328244,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7008,2160,2.0,4,3.5,2160,Tier2,1,8,2,Residential,601000,278.24074074074076,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10957,1050,1.0,3,1.5,1050,Tier2,1,6,2,Residential,420000,400.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9758,2240,1.0,3,2.0,2240,Tier2,1,8,2,Residential,555000,247.76785714285714,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3230,1490,1.5,2,2.25,1490,Tier2,1,8,2,Residential,480000,322.1476510067114,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10227,1800,2.0,3,2.5,1800,Tier2,1,7,2,Residential,399000,221.66666666666666,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7322,2060,2.0,3,2.5,2060,Tier2,1,8,2,Residential,840000,407.7669902912621,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10516,2570,1.0,5,2.5,2570,Tier2,1,8,2,Residential,710000,276.26459143968873,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0680,2190,2.5,4,2.5,2190,Tier2,1,8,2,Residential,925000,422.3744292237443,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9181,1760,1.5,3,1.5,1760,Tier2,1,8,2,Residential,688000,390.90909090909093,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2799,2880,1.0,3,2.25,2880,Tier2,1,9,2,Residential,1540000,534.7222222222222,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13952,2530,1.5,4,2.25,2530,Tier2,1,7,2,Residential,734000,290.1185770750988,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12650,1290,1.5,3,1.75,1290,Tier2,1,7,2,Residential,365000,282.94573643410854,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2476,1860,1.5,4,1.0,1860,Tier2,1,7,2,Residential,427000,229.56989247311827,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11171,2490,1.0,3,2.5,2490,Tier2,1,9,2,Residential,1160000,465.86345381526104,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11761,1900,1.0,2,1.5,1900,Tier2,1,7,2,Residential,650000,342.10526315789474,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5629,1440,1.5,3,1.0,1440,Tier2,1,7,2,Residential,499950,347.1875,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1643,2300,1.5,4,2.0,2300,Tier2,1,8,2,Residential,619000,269.1304347826087,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6287,2010,2.0,3,2.5,2010,Tier2,1,8,2,Residential,472217,234.93383084577115,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13557,5540,2.5,6,4.75,5540,Tier2,1,11,2,Residential,2630000,474.7292418772563,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11010,2849,2.0,3,2.5,2849,Tier2,1,10,2,Residential,798000,280.0982800982801,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9189,1920,1.5,4,2.25,1920,Tier2,1,7,2,Residential,595000,309.8958333333333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1707,2780,2.0,3,2.5,2780,Tier2,1,9,2,Residential,825500,296.9424460431655,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10212,2280,1.0,3,2.5,2280,Tier2,1,8,2,Residential,475000,208.33333333333334,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9577,1100,1.5,3,1.0,1100,Tier2,1,6,2,Residential,465000,422.72727272727275,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2940,2795,2.0,5,3.0,2795,Tier2,1,8,2,Residential,562000,201.07334525939177,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4158,3160,2.0,4,2.5,3160,Tier2,1,9,2,Residential,1130000,357.59493670886076,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2152,4270,2.0,4,4.0,4270,Tier2,1,10,2,Residential,1300000,304.4496487119438,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0103,2440,2.0,4,2.5,2440,Tier2,1,9,2,Residential,631625,258.86270491803276,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8439,2230,2.0,4,2.5,2230,Tier2,1,8,2,Residential,1000000,448.4304932735426,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10696,1710,1.5,4,1.0,1710,Tier2,1,7,2,Residential,433000,253.21637426900585,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11437,2550,2.0,4,2.75,2550,Tier2,1,9,2,Residential,669888,262.7011764705882,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2279,1890,1.0,3,2.25,1890,Tier2,1,7,2,Residential,435000,230.15873015873015,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8053,1580,1.0,3,1.5,1580,Tier2,1,8,2,Residential,524500,331.9620253164557,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6446,5000,2.0,5,5.0,5000,Tier2,1,10,2,Residential,1250000,250.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0115,1140,1.0,2,1.0,1140,Tier2,1,7,2,Residential,549000,481.57894736842104,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13719,2040,1.0,4,2.25,2040,Tier2,1,8,2,Residential,760000,372.54901960784315,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0708,2090,1.5,3,2.0,2090,Tier2,1,7,2,Residential,499000,238.755980861244,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1654,2240,2.0,3,1.5,2240,Tier2,1,8,2,Residential,510000,227.67857142857142,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8443,3300,1.0,4,2.5,3300,Tier2,1,7,2,Residential,905000,274.24242424242425,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3594,1110,1.0,3,1.0,1110,Tier2,1,7,2,Residential,299900,270.1801801801802,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5537,1230,1.0,3,1.0,1230,Tier2,1,7,2,Residential,433500,352.4390243902439,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7861,2830,3.0,3,2.5,2830,Tier2,1,10,2,Residential,969950,342.73851590106005,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8569,1300,1.0,3,1.75,1300,Tier2,1,7,2,Residential,397500,305.7692307692308,0.0,0.0,0.0,Unknown
